代號	名稱	標的代號	標的名稱	股數／單位數	投資比率(%)
98638911	富邦多元收益ETF傘型之富邦彭博巴克萊9-35年A級美元息收公司債券ETF	US458140BG44	INTC 3.734 12/08/47		1.19
98638911	富邦多元收益ETF傘型之富邦彭博巴克萊9-35年A級美元息收公司債券ETF	US037833AL42	AAPL 3.85 05/04/43		1.17
98639217	富邦多元收益ⅡETF傘型之富邦中國中証中小500ETF	CNE000001CW4	中天科技		0.75
98639217	富邦多元收益ⅡETF傘型之富邦中國中証中小500ETF	CNE100000KT4	格林美		0.74
98639217	富邦多元收益ⅡETF傘型之富邦中國中証中小500ETF	CNE000000RY0	振華科技		0.68
98639217	富邦多元收益ⅡETF傘型之富邦中國中証中小500ETF	CNE100003MS6	容百科技		0.63
98639217	富邦多元收益ⅡETF傘型之富邦中國中証中小500ETF	CNE000000WD4	ST永泰		0.62
98639218	富邦多元收益ⅡETF傘型之富邦中國美元投資等級債券ETF	US88032XAG97	TENCNT 3.595 01/19/28		7.17
98639218	富邦多元收益ⅡETF傘型之富邦中國美元投資等級債券ETF	USY39656AC06	ICBCAS 4 7/8 09/21/25		6.98
98639218	富邦多元收益ⅡETF傘型之富邦中國美元投資等級債券ETF	US06428YAA47	BOCHKL 5.9 PERP		6.87
98639218	富邦多元收益ⅡETF傘型之富邦中國美元投資等級債券ETF	XS1528227827	POWINV 3 7/8 12/06/26		6.86
98639218	富邦多元收益ⅡETF傘型之富邦中國美元投資等級債券ETF	US01609WAR34	BABA 4 1/2 11/28/34		6.83
98639219	富邦多元收益ⅡETF傘型之富邦全球金融業10年以上美元投等債券ETF	US38141GFD16	GS 6 3/4 10/01/37		2.83
98639219	富邦多元收益ⅡETF傘型之富邦全球金融業10年以上美元投等債券ETF	US95000U2M49	WFC 5.013 04/04/51		2.47
98639219	富邦多元收益ⅡETF傘型之富邦全球金融業10年以上美元投等債券ETF	US6174468N29	MS 5.597 03/24/51		2.06
98639219	富邦多元收益ⅡETF傘型之富邦全球金融業10年以上美元投等債券ETF	US06051GJA85	BAC 4.083 03/20/51		2.01
98639219	富邦多元收益ⅡETF傘型之富邦全球金融業10年以上美元投等債券ETF	US404280AH22	HSBC HOLDINGS PLC 6.500 09/15/37		1.97
98639442	富邦多元收益ⅢETF傘型之富邦中國以外新興市場美元5年以上投資等級債券ETF	USY68856AV83	PETMK 4.55 04/21/50		1.43
98639442	富邦多元收益ⅢETF傘型之富邦中國以外新興市場美元5年以上投資等級債券ETF	XS1807299331	KZOKZ 6 3/8 10/24/48		1.4
98639442	富邦多元收益ⅢETF傘型之富邦中國以外新興市場美元5年以上投資等級債券ETF	USY68856AT38	PETMK 3 1/2 04/21/30		1.26
98639442	富邦多元收益ⅢETF傘型之富邦中國以外新興市場美元5年以上投資等級債券ETF	XS2010030083	TENGIZ 3 1/4 08/15/30		1.18
98639442	富邦多元收益ⅢETF傘型之富邦中國以外新興市場美元5年以上投資等級債券ETF	USN7163RAR41	PRXNA 3.061 07/13/31		1.08
98639441	富邦多元收益ⅢETF傘型之富邦彭博巴克萊歐洲區美元7-15年期銀行債ETF	USH3698DCW23	CS 4.194 04/01/31		5.21
98639441	富邦多元收益ⅢETF傘型之富邦彭博巴克萊歐洲區美元7-15年期銀行債ETF	USH3698DDH47	CS 3.091 05/14/32		4.95
98639441	富邦多元收益ⅢETF傘型之富邦彭博巴克萊歐洲區美元7-15年期銀行債ETF	US404280CC17	HSBC 3.973 05/22/30		4.67
98639441	富邦多元收益ⅢETF傘型之富邦彭博巴克萊歐洲區美元7-15年期銀行債ETF	US404280CT42	HSBC 2.804 05/24/32		4.54
98639441	富邦多元收益ⅢETF傘型之富邦彭博巴克萊歐洲區美元7-15年期銀行債ETF	US404280CF48	HSBC 4.95 03/31/30		4.4
98639621	富邦多元收益Ⅳ傘型之富邦三年到期亞洲美元債券-A類型(新台幣)	XS2011969065	HAOHUA 3 1/8 06/19/22		5.62
98639621	富邦多元收益Ⅳ傘型之富邦三年到期亞洲美元債券-A類型(新台幣)	XS2049035657	CCUDIH 3.9 09/12/22		5.62
98639621	富邦多元收益Ⅳ傘型之富邦三年到期亞洲美元債券-A類型(新台幣)	US281020AL15	EIX 2.4 09/15/22		5.12
98639621	富邦多元收益Ⅳ傘型之富邦三年到期亞洲美元債券-A類型(新台幣)	XS2001732010	HRINTH 3 3/8 05/29/22		5.1
98639621	富邦多元收益Ⅳ傘型之富邦三年到期亞洲美元債券-A類型(新台幣)	XS2031332195	SHGUOH 4.37 08/22/22		4.62
98636894	富邦大中華成長-(新台幣)	CNE100002BR3	恩捷股份		4.9
98636894	富邦大中華成長-(新台幣)	CNE100000SD1	晶澳科技		4.65
98636894	富邦大中華成長-(新台幣)	CNE1000023J3	拓普集團		4.63
98636894	富邦大中華成長-(新台幣)	CNE000001GS3	通威股份		3.98
98636894	富邦大中華成長-(新台幣)	CNE000000HK0	中炬高新		3.85
98638453	富邦富時歐洲ETF	CH0038863350	Nestle SA		3.02
98638453	富邦富時歐洲ETF	CH0012032048	Roche Holding AG		2.23
98638453	富邦富時歐洲ETF	NL0010273215	ASML Holding NV		2.2
98638453	富邦富時歐洲ETF	GB00BP6MXD84	SHELL PLC		1.73
98638453	富邦富時歐洲ETF	FR0000121014	LVMH Moet Hennessy Louis Vuitton SE		1.6
98640523	富邦富時越南ETF	VN000000VIC9	VINGROUP JSC		11.47
98640523	富邦富時越南ETF	VN000000MSN4	MASAN GROUP CORP		10.98
98640523	富邦富時越南ETF	VN000000VHM0	VINHOMES JSC		8.56
98640523	富邦富時越南ETF	VN000000HPG4	HOA PHAT GROUP JSC		8.06
98640523	富邦富時越南ETF	VN000000VNM8	VIETNAM DAIRY PRODUCTS JSC		7.54
98638434	富邦恒生國企ETF	CNE1000002H1	China Construction Bank Corp		8.31
98638434	富邦恒生國企ETF	KYG875721634	騰訊控股		7.88
98638434	富邦恒生國企ETF	KYG017191142	ALIBABA GROUP HOLDING LTD		6.9
98638434	富邦恒生國企ETF	KYG596691041	美團－Ｗ		6.01
98638434	富邦恒生國企ETF	CNE1000003X6	Ping An Insurance Group Co of China Ltd		5.01
98637817	富邦日本ETF傘型之富邦日本東証單日正向兩倍	42328908	富邦日本東証基金	700000	5.11
98637874	富邦日本東証	JP3633400001	Toyota Motor Corp		4.15
98637874	富邦日本東証	JP3435000009	Sony Corp		2.89
98637874	富邦日本東証	JP3236200006	KEYENCE CORP		1.9
98637874	富邦日本東証	JP3902900004	Mitsubishi UFJ Financial Group Inc		1.68
98637874	富邦日本東証	JP3571400005	Tokyo Electron Ltd		1.48
98640651	富邦未來車ETF	US67066G1040	NVIDIA CORP		18.15
98640651	富邦未來車ETF	US88160R1014	Tesla Inc		17.57
98640651	富邦未來車ETF	2330	台積電	2155000	16.8
98640651	富邦未來車ETF	JP3633400001	Toyota Motor Corp		6.06
98640651	富邦未來車ETF	US4581401001	Intel Corp		6
98638550	富邦標普美國特別股ETF	US1730802014	CITIGROUP CAPITAL XIII 8.890380 10/30/2040		2.04
98638550	富邦標普美國特別股ETF	US05352A2096	AVANTOR INC 6.25 2022/5/15 A		1.64
98638550	富邦標普美國特別股ETF	US9497465560	WELLS FARGO & COMPANY 5.850000 Q		1.42
98638550	富邦標普美國特別股ETF	US94988U1512	WELLS FARGO & COMPANY 4.75 PERP Z		1.37
98638550	富邦標普美國特別股ETF	US48128B6487	JPMORGAN CHASE & CO 6 PREP EE		1.35
98638344	富邦歐亞絲路多重資產型-A類型(新台幣)	VGK US	VANGUARD FTSE EUROPE ETF	7100	5.99
98638344	富邦歐亞絲路多重資產型-A類型(新台幣)	EZU US	ISHARES MSCI EMU ETF	9500	5.69
98638344	富邦歐亞絲路多重資產型-A類型(新台幣)	USN070592100	ASML Holding NV		5.29
98638344	富邦歐亞絲路多重資產型-A類型(新台幣)	DE0006231004	Infineon Technologies AG		4.85
98638344	富邦歐亞絲路多重資產型-A類型(新台幣)	DE0007236101	Siemens AG		4.44
98637753	富邦深証100	CNE100003662	寧德時代		8.25
98637753	富邦深証100	CNE000000VQ8	五 糧 液		4.69
98637753	富邦深証100	CNE100001QQ5	美的集團		4.45
98637753	富邦深証100	CNE100001526	比亞迪股份		2.83
98637753	富邦深証100	CNE100000MD4	東方財富		2.82
98640878	富邦特選台灣高股息30ETF	2637	慧洋-KY	18025000	5.6
98640878	富邦特選台灣高股息30ETF	2615	萬海	8419000	5.44
98640878	富邦特選台灣高股息30ETF	2883	開發金	80345000	5.26
98640878	富邦特選台灣高股息30ETF	2002	中鋼	40481000	5.03
98640878	富邦特選台灣高股息30ETF	2382	廣達	15339000	4.92
83864683	富邦科技	8046	南電	76000	6.98
83864683	富邦科技	8299	群聯	74000	6.62
83864683	富邦科技	2330	台積電	59000	6.25
83864683	富邦科技	3035	智原	130000	6.21
83864683	富邦科技	3037	欣興	96000	4.28
98637226	富邦策略高收益債券-A類型(新台幣)	US345397B280	FORD MOTOR CREDIT CO LLC 3.375 11/13/25		3.61
98637226	富邦策略高收益債券-A類型(新台幣)	USU2285XAU01	CSC HOLDINGS LLC REG S 4.625 12/01/30		3.56
98637226	富邦策略高收益債券-A類型(新台幣)	US1248EPCK74	CCO HLDGS LLC/CAP CORP 144A W/RTS 4.250 02/01/31		2.69
98637226	富邦策略高收益債券-A類型(新台幣)	US25470MAB54	DISH NETWORK CORP CVT 3.375 08/15/26		1.97
98637226	富邦策略高收益債券-A類型(新台幣)	US25470XAY13	DISH DBS CORP 7.750 07/01/26		1.71
92002384	富邦精準	3035	智原	447000	7.93
92002384	富邦精準	3037	欣興	457000	7.55
92002384	富邦精準	2330	台積電	185000	7.27
92002384	富邦精準	8046	南電	181000	6.17
92002384	富邦精準	8299	群聯	105000	3.48
20089755	富邦精銳中小	2330	台積電	122000	5.95
20089755	富邦精銳中小	3035	智原	264000	5.81
20089755	富邦精銳中小	3189	景碩	296000	5.42
20089755	富邦精銳中小	8046	南電	107000	4.52
20089755	富邦精銳中小	3529	力旺	30000	4.47
98638374	富邦美國政府債券ETF傘型之富邦美國政府債券1-3年期	US91282CBM29	T 0 1/8 02/15/24		2.07
98638374	富邦美國政府債券ETF傘型之富邦美國政府債券1-3年期	US91282CDA62	T 0 1/4 09/30/23		2
98638374	富邦美國政府債券ETF傘型之富邦美國政府債券1-3年期	US91282CCN92	T 0 1/8 07/31/23		1.98
98638374	富邦美國政府債券ETF傘型之富邦美國政府債券1-3年期	US912828D564	T 2 3/8 08/15/24		1.97
98638374	富邦美國政府債券ETF傘型之富邦美國政府債券1-3年期	US91282CCU36	T 0 1/8 08/31/23		1.91
98638376	富邦美國政府債券ETF傘型之富邦美國政府債券20年期以上	US912810SE91	T 3 3/8 11/15/48		4.39
98638376	富邦美國政府債券ETF傘型之富邦美國政府債券20年期以上	US912810SF66	T 3 02/15/49		4.25
98638376	富邦美國政府債券ETF傘型之富邦美國政府債券20年期以上	US912810SH23	T 2 7/8 05/15/49		4.14
98638376	富邦美國政府債券ETF傘型之富邦美國政府債券20年期以上	US912810SC36	T 3 1/8 05/15/48		4.11
98638376	富邦美國政府債券ETF傘型之富邦美國政府債券20年期以上	US912810SD19	T 3 08/15/48		4.05
98638375	富邦美國政府債券ETF傘型之富邦美國政府債券7-10年期	US91282CCS89	T 1 1/4 08/15/31		11.28
98638375	富邦美國政府債券ETF傘型之富邦美國政府債券7-10年期	US91282CCB54	T 1 5/8 05/15/31		10.99
98638375	富邦美國政府債券ETF傘型之富邦美國政府債券7-10年期	US91282CAV37	T 0 7/8 11/15/30		10.82
98638375	富邦美國政府債券ETF傘型之富邦美國政府債券7-10年期	US91282CDJ71	T 1 3/8 11/15/31		10.71
98638375	富邦美國政府債券ETF傘型之富邦美國政府債券7-10年期	US91282CBL46	T 1 1/8 02/15/31		10.63
98638784	富邦臺灣中小A級動能50ETF	1590	亞德客-KY	251000	18.33
98638784	富邦臺灣中小A級動能50ETF	2376	技嘉	906000	10.07
98638784	富邦臺灣中小A級動能50ETF	3035	智原	401000	8.67
98638784	富邦臺灣中小A級動能50ETF	3533	嘉澤	143000	8.14
98638784	富邦臺灣中小A級動能50ETF	2006	東和鋼鐵	1055000	5.84
98638359	富邦臺灣公司治理100	2330	台積電	9038100	41.1
98638359	富邦臺灣公司治理100	2454	聯發科	556900	4.55
98638359	富邦臺灣公司治理100	2317	鴻海	4832000	3.75
98638359	富邦臺灣公司治理100	2412	中華電	2704200	2.53
98638359	富邦臺灣公司治理100	2881	富邦金	4114394	2.33
98638190	富邦臺灣加權ETF傘型之富邦臺灣加權單日反向一倍	97980579	富邦吉祥貨幣市場	21509240.8	14.73
98638189	富邦臺灣加權ETF傘型之富邦臺灣加權單日正向兩倍	97980579	富邦吉祥貨幣市場	25302351.8	20.93
98638664	富邦道瓊臺灣優質高息30ETF	1102	亞泥	3571000	10.14
98638664	富邦道瓊臺灣優質高息30ETF	1101	台泥	3257607	9.71
98638664	富邦道瓊臺灣優質高息30ETF	2301	光寶科	2222000	9.57
98638664	富邦道瓊臺灣優質高息30ETF	2404	漢唐	503800	5.58
98638664	富邦道瓊臺灣優質高息30ETF	3231	緯創	2920000	5.41
92010477	富邦長紅	8046	南電	246000	8.05
92010477	富邦長紅	2330	台積電	207000	7.8
92010477	富邦長紅	5483	中美晶	533000	6.06
92010477	富邦長紅	3661	世芯-KY	83000	5.57
92010477	富邦長紅	3037	欣興	319000	5.06
81585475	富邦高成長	8046	南電	261000	8.25
81585475	富邦高成長	2330	台積電	218000	7.94
81585475	富邦高成長	5483	中美晶	554000	6.08
81585475	富邦高成長	3661	世芯-KY	84000	5.45
81585475	富邦高成長	3037	欣興	300000	4.6
98639070	復華15年期以上能源業債券ETF	US20825CAQ78	COP 6 1/2 02/01/39		3.04
98639070	復華15年期以上能源業債券ETF	US822582AD40	RDSALN 6 3/8 12/15/38		2.97
98639070	復華15年期以上能源業債券ETF	US822582BF88	RDSALN 4 3/8 05/11/45		2.66
98639070	復華15年期以上能源業債券ETF	US30231GBG64	XOM 4.327 03/19/50		2.51
98639070	復華15年期以上能源業債券ETF	US30231GBM33	XOM 3.452 04/15/51		2.2
98639069	復華15年期以上製藥業債券ETF	US00287YCB39	ABBV 4 1/4 11/21/49		4.19
98639069	復華15年期以上製藥業債券ETF	US031162CF59	AMGN 4.663 06/15/51		3.02
98639069	復華15年期以上製藥業債券ETF	US00287YCA55	ABBV 4.05 11/21/39		2.98
98639069	復華15年期以上製藥業債券ETF	US110122CR72	BMY 4 1/4 10/26/49		2.91
98639069	復華15年期以上製藥業債券ETF	US377372AE71	GSK 6 3/8 05/15/38		2.86
98639212	復華1至5年期美元特選信用債券ETF	US465410AH18	ITALY 6 7/8 09/27/23		7.05
98639212	復華1至5年期美元特選信用債券ETF	XS0971721450	RUSSIA 4 7/8 09/16/23		4.06
98639212	復華1至5年期美元特選信用債券ETF	US836205AQ75	SOAF 4.665 01/17/24		3.81
98639212	復華1至5年期美元特選信用債券ETF	US195325BQ70	COLOM 4 02/26/24		3.62
98639212	復華1至5年期美元特選信用債券ETF	US77586TAD81	ROMANI 4 7/8 01/22/24		2.92
98638454	復華1至5年期高收益債券	USG0R209AA85	AAL 5 1/2 04/20/26		1.97
98638454	復華1至5年期高收益債券	USU8936PAQ64	TDG 6 1/4 03/15/26		1.73
98638454	復華1至5年期高收益債券	US85172FAP45	OMF 6 1/8 03/15/24		1.7
98638454	復華1至5年期高收益債券	US247361ZU54	DAL 2.9 10/28/24		1.52
98638454	復華1至5年期高收益債券	US451102BW60	IEP 4 3/4 09/15/24		1.42
98638890	復華2024到期新興市場債券(美元)	XS1827041721	PTABNK 4 7/8 05/23/24		2.92
98638890	復華2024到期新興市場債券(美元)	US05968LAM46	BCOLO 3 01/29/25		2.79
98638890	復華2024到期新興市場債券(美元)	XS1090864528	SINOCE 6 07/30/24		2.77
98638890	復華2024到期新興市場債券(美元)	XS1075401726	EMAARM 4.564 06/18/24		2.48
98638890	復華2024到期新興市場債券(美元)	USY70902AB04	ADROIJ 4 1/4 10/31/24		2.39
98639213	復華20年期以上A3級以上公司債券ETF	US023135BT22	AMZN 2 1/2 06/03/50		1.9
98639213	復華20年期以上A3級以上公司債券ETF	US110122CR72	BMY 4 1/4 10/26/49		1.62
98639213	復華20年期以上A3級以上公司債券ETF	US10373QBG47	BPLN 3 02/24/50		1.52
98639213	復華20年期以上A3級以上公司債券ETF	US055451AV01	BHP 5 09/30/43		1.31
98639213	復華20年期以上A3級以上公司債券ETF	US037833BX70	AAPL 4.65 02/23/46		1.3
98639547	復華5至10年期投資等級債券指數-新臺幣	US91282CAH43	T 0 1/2 08/31/27		6.74
98639547	復華5至10年期投資等級債券指數-新臺幣	US9128282R06	T 2 1/4 08/15/27		6.17
98639547	復華5至10年期投資等級債券指數-新臺幣	US912810FE39	T 5 1/2 08/15/28		5.89
98639547	復華5至10年期投資等級債券指數-新臺幣	US912828Z948	T 1 1/2 02/15/30		5.87
98639547	復華5至10年期投資等級債券指數-新臺幣	US9128284N73	T 2 7/8 05/15/28		5.12
98639214	復華8年期以上次順位金融債券ETF	US59023VAA89	BAC 7 3/4 05/14/38		5.55
98639214	復華8年期以上次順位金融債券ETF	US21684AAD81	RABOBK 5 1/4 08/04/45		5.28
98639214	復華8年期以上次順位金融債券ETF	US38141GFD16	GS 6 3/4 10/01/37		4.82
98639214	復華8年期以上次順位金融債券ETF	US69349LAR96	PNC 4.05 07/26/28		4.72
98639214	復華8年期以上次順位金融債券ETF	US94974BGU89	WFC 4 3/4 12/07/46		4.68
98639998	復華中國5G通信ETF	CNE100000TP3	LUXSHARE PRECISION INDUSTR-A-CHN		11.38
98639998	復華中國5G通信ETF	CNE100000BP1	GOERTEK INC -A-CHN		6.99
98639998	復華中國5G通信ETF	CNE000000TK5	ZTE CORP-A-CHN		6.06
98639998	復華中國5G通信ETF	CNE000000M72	WINGTECH TECHNOLOGY CO LTD-A-CHN		5.77
98639998	復華中國5G通信ETF	CNE1000030S9	GIGADEVICE SEMICONDUCTOR B-A-CHN		5.39
98638934	復華中國5年期以上政策性金融債券ETF	CND100029N93	SDBC 3.65 05/21/29		7.31
98638934	復華中國5年期以上政策性金融債券ETF	CND10000LNZ6	EXIMCH 4.89 03/26/28		7.26
98638934	復華中國5年期以上政策性金融債券ETF	CND10002D282	ADBCH 3.74 07/12/29		6.97
98638934	復華中國5年期以上政策性金融債券ETF	CND10000J275	SDBC 4.24 08/24/27		6.65
98638934	復華中國5年期以上政策性金融債券ETF	CND100010GW7	ADBCH 4.65 05/11/28		6.4
98637757	復華中國新經濟A股-新臺幣	CNE000001B33	CHINA MERCHANTS BANK-A-CHN		4.86
98637757	復華中國新經濟A股-新臺幣	CNE0000018R8	KWEICHOW MOUTAI CO LTD-A-CHN		4.6
98637757	復華中國新經濟A股-新臺幣	CNE000000JP5	INNER MONGOLIA YILI INDUS-A-CHN		4.42
98637757	復華中國新經濟A股-新臺幣	CNE100000TP3	LUXSHARE PRECISION INDUSTR-A-CHN		3.04
98637757	復華中國新經濟A股-新臺幣	CNE100000BP1	GOERTEK INC -A-CHN		3
98637754	復華中國新經濟平衡-新臺幣	CND10003R702	CGB 3.02 10/22/25		5.4
98637754	復華中國新經濟平衡-新臺幣	CNE0000018R8	KWEICHOW MOUTAI CO LTD-A-CHN		3.72
98637754	復華中國新經濟平衡-新臺幣	2330	台積電	88000	3.18
98637754	復華中國新經濟平衡-新臺幣	98637327	復華新興人民幣債券A	862021.9	2.99
98637754	復華中國新經濟平衡-新臺幣	GB0005405286	HSBC HOLDINGS PLC-HKG		2.87
18488279	復華中小精選	3529	力旺	597000	8.08
18488279	復華中小精選	8046	南電	1905000	7.32
18488279	復華中小精選	6182	合晶	9533558	5.06
18488279	復華中小精選	2376	技嘉	4826000	4.96
18488279	復華中小精選	2481	強茂	5201000	3.83
98636793	復華亞太平衡	SG1M31001969	UNITED OVERSEAS BANK LTD-SGP		4.47
98636793	復華亞太平衡	CND100034370	ADBCH 2 1/4 04/22/25		4.43
98636793	復華亞太平衡	2330	台積電	70000	4.27
98636793	復華亞太平衡	US34959E1091	FORTINET INC-USA		3.67
98636793	復華亞太平衡	US67066G1040	NVIDIA CORP-USA		3.41
98636853	復華亞太成長	SG1M31001969	UNITED OVERSEAS BANK LTD-SGP		4.78
98636853	復華亞太成長	US0079031078	ADVANCED MICRO DEVICES-USA		4.63
98636853	復華亞太成長	US67066G1040	NVIDIA CORP-USA		4.34
98636853	復華亞太成長	INE155A01022	TATA MOTORS LTD-IND		4.2
98636853	復華亞太成長	INE053A01029	INDIAN HOTELS CO LTD-IND		4
98638681	復華亞太神龍科技-新臺幣	US0079031078	ADVANCED MICRO DEVICES-USA		8.51
98638681	復華亞太神龍科技-新臺幣	2330	台積電	558000	6.17
98638681	復華亞太神龍科技-新臺幣	US67066G1040	NVIDIA CORP-USA		5.8
98638681	復華亞太神龍科技-新臺幣	CNE100000TP3	LUXSHARE PRECISION INDUSTR-A-CHN		5.48
98638681	復華亞太神龍科技-新臺幣	KYG5548P1054	L.K. TECHNOLOGY HOLDINGS LTD-HKG		5.44
98636571	復華人生目標	8046	南電	800000	6.05
98636571	復華人生目標	2330	台積電	674000	5.87
98636571	復華人生目標	6182	合晶	4695084	4.9
98636571	復華人生目標	2454	聯發科	288000	4.51
98636571	復華人生目標	3529	力旺	169000	4.5
17138818	復華傳家	6182	合晶	1394671	6.28
17138818	復華傳家	A09109	109央債甲9		6
17138818	復華傳家	3037	欣興	350000	5.53
17138818	復華傳家	8046	南電	168500	5.5
17138818	復華傳家	6271	同欣電	248000	4.45
18035945	復華傳家二號	3037	欣興	3100000	6.87
18035945	復華傳家二號	8046	南電	1255000	5.74
18035945	復華傳家二號	6182	合晶	7753894	4.9
18035945	復華傳家二號	3653	健策	1137000	3.79
18035945	復華傳家二號	3529	力旺	226000	3.64
98636755	復華全方位	3037	欣興	816000	6.5
98636755	復華全方位	8046	南電	375000	6.16
98636755	復華全方位	2330	台積電	286000	5.42
98636755	復華全方位	3529	力旺	79000	4.57
98636755	復華全方位	2454	聯發科	103000	3.5
14916692	復華全球債券	XS2355184149	HSBC 3.4 06/29/27		4.75
14916692	復華全球債券	HK0000732427	VNKRLE 3.45 05/25/24		3.32
14916692	復華全球債券	CND100047PR0	EXIMCH 3.22 05/14/26		3.31
14916692	復華全球債券	US247361ZT81	DAL 3 3/4 10/28/29		2.68
14916692	復華全球債券	XS2356039268	GTCAPW 2 1/4 06/23/26		2.67
98636825	復華全球債券組合	IE00BD3WXT34	Nomura Funds Ireland-US High Yield Bond TI USD	52680.2698	11.19
98636825	復華全球債券組合	LU1282651634	Allianz US Short Duration Hi Inc Bd IT-USD	4417.94	9.33
98636825	復華全球債券組合	LU0012186622	BNPP USD Money Market Cap C	14622.615	5.22
98636825	復華全球債券組合	LU1670725776	M&G (Lux) Optimal Income C-H Acc USD	284174.922	5.18
98636825	復華全球債券組合	LU0133083492	T. Rowe Price Global High Yield Bond I USD	73335.35	4.38
98637047	復華全球原物料	US1667641005	CHEVRON CORP-USA		5.07
98637047	復華全球原物料	US20825C1045	CONOCOPHILLIPS-USA		4.37
98637047	復華全球原物料	US6516391066	NEWMONT CORP-USA		4.33
98637047	復華全球原物料	US30231G1022	EXXON MOBIL CORP-USA		4.18
98637047	復華全球原物料	CA67077M1086	NUTRIEN LTD-USA		3.69
98636957	復華全球大趨勢-新臺幣	US67066G1040	NVIDIA CORP-USA		4.77
98636957	復華全球大趨勢-新臺幣	US0378331005	APPLE INC-USA		3.77
98636957	復華全球大趨勢-新臺幣	US02079K3059	ALPHABET INC-CL A-USA		3.52
98636957	復華全球大趨勢-新臺幣	8069	元太	2000000	3.43
98636957	復華全球大趨勢-新臺幣	US8740391003	TAIWAN SEMICONDUCTOR-SP ADR-USA		2.79
98636647	復華全球平衡-新臺幣	US8740391003	TAIWAN SEMICONDUCTOR-SP ADR-USA		3.31
98636647	復華全球平衡-新臺幣	US0378331005	APPLE INC-USA		2.76
98636647	復華全球平衡-新臺幣	XS2355184149	HSBC 3.4 06/29/27		2.73
98636647	復華全球平衡-新臺幣	US9497461015	WELLS FARGO & CO-USA		2.57
98636647	復華全球平衡-新臺幣	8069	元太	1000000	2.2
98637482	復華全球戰略配置強-新臺幣	VT US	VANGUARD TOT WORLD STK ETF	54816	5.9
98637482	復華全球戰略配置強-新臺幣	GLD US	SPDR GOLD SHARES	20522	3.89
98637482	復華全球戰略配置強-新臺幣	92017176	統一強棒貨幣市場	5903385.63	3.82
98637482	復華全球戰略配置強-新臺幣	ACWI US	ISHARES MSCI ACWI ETF	35201	3.72
98637482	復華全球戰略配置強-新臺幣	LU0318939252	Fidelity Funds - American Growth Y-ACC-USD	104498.71	3.64
98637375	復華全球消費-新臺幣	US88160R1014	TESLA INC-USA		5.43
98637375	復華全球消費-新臺幣	FR0000121014	LVMH MOET HENNESSY LOUIS VUI-FRA		5.3
98637375	復華全球消費-新臺幣	US0231351067	AMAZON.COM INC-USA		5.3
98637375	復華全球消費-新臺幣	US22160K1051	COSTCO WHOLESALE CORP-USA		3.64
98637375	復華全球消費-新臺幣	US5801351017	MCDONALD'S CORP-USA		3.34
98638133	復華全球物聯網科技-新臺幣	US0079031078	ADVANCED MICRO DEVICES-USA		7.55
98638133	復華全球物聯網科技-新臺幣	US67066G1040	NVIDIA CORP-USA		5.02
98638133	復華全球物聯網科技-新臺幣	US0378331005	APPLE INC-USA		4.02
98638133	復華全球物聯網科技-新臺幣	KYG5548P1054	L.K. TECHNOLOGY HOLDINGS LTD-HKG		3.81
98638133	復華全球物聯網科技-新臺幣	US02079K3059	ALPHABET INC-CL A-USA		3.28
98637002	復華全球短期收益-新臺幣	XS2355184149	HSBC 3.4 06/29/27		4.45
98637002	復華全球短期收益-新臺幣	XS2384698051	AUBBI 2.615 09/09/26		3.81
98637002	復華全球短期收益-新臺幣	XS2369288886	HYUCAP 3.2 08/11/24		3.68
98637002	復華全球短期收益-新臺幣	HK0000732427	VNKRLE 3.45 05/25/24		3.34
98637002	復華全球短期收益-新臺幣	US00774MAG06	AER 4.45 10/01/25		3.22
98636892	復華全球資產證券化-新臺幣A	US74340W1036	PROLOGIS INC-USA		7.12
98636892	復華全球資產證券化-新臺幣A	US30225T1025	EXTRA SPACE STORAGE INC-USA		4.87
98636892	復華全球資產證券化-新臺幣A	1345 JP	LISTED J-REIT BI MONTHLY DVD	109600	4.13
98636892	復華全球資產證券化-新臺幣A	US49446R1095	KIMCO REALTY CORP-USA		3.88
98636892	復華全球資產證券化-新臺幣A	US29444U7000	EQUINIX INC-USA		3.66
98639460	復華六年到期優選新興市場債券(新臺幣)	XS1827041721	PTABNK 4 7/8 05/23/24		3.97
98639460	復華六年到期優選新興市場債券(新臺幣)	USY70902AB04	ADROIJ 4 1/4 10/31/24		3.44
98639460	復華六年到期優選新興市場債券(新臺幣)	US05968LAM46	BCOLO 3 01/29/25		3.34
98639460	復華六年到期優選新興市場債券(新臺幣)	XS2362785656	MINTTB 2.7 PERP		2.91
98639460	復華六年到期優選新興市場債券(新臺幣)	XS1900551166	POWINV 5.8 PERP		2.88
98638797	復華六年到期新興市場債券	XS1827041721	PTABNK 4 7/8 05/23/24		2.74
98638797	復華六年到期新興市場債券	USY70902AB04	ADROIJ 4 1/4 10/31/24		2.29
98638797	復華六年到期新興市場債券	XS2059681135	LIFUNG 4 3/8 10/04/24		2.16
98638797	復華六年到期新興市場債券	US71654QBH48	PEMEX 4 7/8 01/18/24		2.14
98638797	復華六年到期新興市場債券	XS1090889947	TATAIN 5.95 07/31/24		2.13
98639223	復華十年到期新興市場債券(新台幣)	US71654QCP54	PEMEX 6 1/2 01/23/29		3.84
98639223	復華十年到期新興市場債券(新台幣)	USP6811TAB19	MINSUR 4 1/2 10/28/31		3.6
